uuid	domain	name	duration	label	text	k8	k32	k8_hi	p_estar	estar_frac	only_window	why
05a33d78-d8b5-43e7-8eed-9ab5b9d6b1e7	Neurological Abnormalities	Myoclonic Seizure	4.0	unsolvable	0.2341	0.1055	0.0559		0.1451	0.1	False	最好的窗只到 p_gt=0.15（<0.6），给了证据也解不了
05e41937-11ad-4b33-84b5-6d4e9529f9a2	Yo-yo	Rock the Baby	6.083333333333333	unsolvable	0.2817	0.2882	0.2832	0.2774	0.3643	0.1	False	最好的窗只到 p_gt=0.36（<0.6），给了证据也解不了
060879ea-39fb-45cb-8744-e53a0ee3dddf	Parkour	Gainer	2.5	unsolvable	0.2003	0.4415	0.4459		0.562	0.1	False	最好的窗只到 p_gt=0.56（<0.6），给了证据也解不了
060f565c-1f1e-41a5-90f1-5f0b1cda6377	Knots	Rolling Hitch	25.0	unsolvable	0.1768	0.1337	0.106	0.0973	0.1657	0.1	False	最好的窗只到 p_gt=0.17（<0.6），给了证据也解不了
061659fb-7193-4554-9a6e-6169e6169b47	Coffee	Purging the Steam Wand	4.0	already_solvable	0.3456	0.9858	0.9862	0.989	None	None	False	粗观测 p_gt=0.99（N=0 对照）
062a56ff-e076-430c-a908-591411550db4	Salsa	Copa	6.006	unsolvable	0.1695	0.1997	0.166	0.2082	0.2633	0.1	False	最好的窗只到 p_gt=0.26（<0.6），给了证据也解不了
0638aa66-6b90-4da1-9662-b4c1f81dcb0b	American Football	Chop Block	23.023	unsolvable	0.4209	0.2234	0.2375	0.2491	0.3533	0.3	False	最好的窗只到 p_gt=0.35（<0.6），给了证据也解不了
06481e5e-ab86-4a0b-b047-f97c2e0e71a3	Neurological Assessments	Rapid Alternating Movements	6.0	borderline	0.3434	0.4647	0.521	0.5465	0.6883	0.1	False	粗观测 0.46 → E* 窗 0.69，提升 +0.22 不足 0.25
0675eb89-458a-4177-8419-cb14bd1d1f4e	Crochet	Half Double Crochet	52.177125	unsolvable	0.1639	0.4124	0.3648	0.3571	0.5303	0.2	False	最好的窗只到 p_gt=0.53（<0.6），给了证据也解不了
067f2f45-0413-4f9f-bb3e-73832f0aa98d	Pottery	Spiral Wedging	9.16	already_solvable	0.2778	0.888	0.9406	0.9367	None	None	False	粗观测 p_gt=0.89（N=0 对照）
0686fe1d-2d89-4fce-baf2-7149aaca67ab	Basketball	Block	2.0	evidence_required	0.2965	0.449	0.352	0.2692	0.7732	0.1	True	粗观测 0.45 → E* 窗 0.77（+0.32）；只有定位到窗才行
0690d8b2-c9b9-4528-9a1b-6ddbc76712df	Tennis	Ace	7.0	unsolvable	0.1173	0.1676	0.1603	0.2253	0.1992	0.2	False	最好的窗只到 p_gt=0.20（<0.6），给了证据也解不了
069d560d-7270-41d0-a4da-e660db2d6da1	Crochet	Puff Stitch	47.514133333333334	unsolvable	0.4055	0.2836	0.3421	0.2921	0.3105	0.1	False	最好的窗只到 p_gt=0.31（<0.6），给了证据也解不了
06a07ca8-3aa2-4a27-be18-afd7b3af8db3	Cricket	Outswinger	4.3	unsolvable	0.1972	0.2375	0.3256	0.3023	0.5558	0.2	False	最好的窗只到 p_gt=0.56（<0.6），给了证据也解不了
06a66a3d-96ef-4c5c-b9d8-9b4099b20607	Bouldering	Stemming	4.971633333333333	unsolvable	0.5203	0.3074	0.3692		0.4626	0.3	False	最好的窗只到 p_gt=0.46（<0.6），给了证据也解不了
06b72fc3-1102-4531-b738-7cf851673fc8	Bouldering	Bicycle	5.0	unsolvable	0.0177	0.0305	0.0446	0.0232	0.028	0.2	False	最好的窗只到 p_gt=0.03（<0.6），给了证据也解不了
06b86d66-0628-45f6-8bd9-4dc6a8c3b82f	Parkour	Coffee Grinder	3.3033	evidence_required	0.2857	0.3782	0.4204	0.3809	0.9493	0.1	True	粗观测 0.38 → E* 窗 0.95（+0.57）；只有定位到窗才行
06edbba3-b972-4b88-b6b7-408c8ade5ea7	Parkour	Muscle Up	3.9622916666666663	already_solvable	0.0248	0.9224	0.9096	0.9389	None	None	False	粗观测 p_gt=0.92（N=0 对照）
06f1b59b-a3fa-4422-b612-364966d7da37	Hand Sewing / Embroidery	Split Stitch	11.011000000000001	unsolvable	0.2	0.1882	0.2025	0.2013	0.1968	0.1	False	最好的窗只到 p_gt=0.20（<0.6），给了证据也解不了
06f589e4-228e-47c6-875d-3a046c68eff4	Cricket	Hit the Ball Twice	6.0	evidence_required	0.1473	0.126	0.0683	0.2648	0.6963	0.3	True	粗观测 0.13 → E* 窗 0.70（+0.57）；只有定位到窗才行
07050483-71b5-4f84-9848-054a09cfd832	Bartending	Helicopter	4.0	borderline	0.0707	0.4604	0.4446	0.4086	0.6028	0.1	False	粗观测 0.46 → E* 窗 0.60，提升 +0.14 不足 0.25
0735141f-75ba-4c11-904d-f2922f310649	Pen Spinning	Infinity	4.0	unsolvable	0.2969	0.2696	0.2903	0.2699	0.2964	0.2	False	最好的窗只到 p_gt=0.30（<0.6），给了证据也解不了
077c21f0-bed3-49b6-9495-b5b161282971	Parkour	Lazy Vault	3.5035000000000003	unsolvable	0.2889	0.5269	0.5219	0.5677	0.536	0.1	False	最好的窗只到 p_gt=0.54（<0.6），给了证据也解不了
078b65bb-ddf2-4d9a-b299-d28b963749d2	Bouldering	Pogo / Moon Kick	10.0	unsolvable	0.2482	0.052	0.0701	0.0676	0.1492	0.1	False	最好的窗只到 p_gt=0.15（<0.6），给了证据也解不了
0791f026-3634-4816-b67d-cdde7f57b460	Yo-yo	Brain Twister	7.5075	unsolvable	0.1794	0.1623	0.2474	0.1935	0.1997	0.3	False	最好的窗只到 p_gt=0.20（<0.6），给了证据也解不了
07945539-9cd0-4207-aab9-c17c2af07f08	Cricket	Helicopter Shot	8.0	unsolvable	0.2491	0.2113	0.2381		0.3376	0.1	False	最好的窗只到 p_gt=0.34（<0.6），给了证据也解不了
07b135e9-ab18-4f7b-b1cb-b681e3c8e95b	Knots	Rolling Hitch	59.02563333333333	unsolvable	0.1728	0.1089	0.0799	0.0813	0.1321	0.1	False	最好的窗只到 p_gt=0.13（<0.6），给了证据也解不了
07b1dfbd-2a06-491e-9fb8-1be978a7b783	Parkour	Speed Vault	3.003	unsolvable	0.3337	0.3136	0.2692	0.342	0.4234	0.1	False	最好的窗只到 p_gt=0.42（<0.6），给了证据也解不了
07d4d07f-b881-47b8-900e-63b7988895e5	Basketball	Lane Violation	7.533333333333333	unsolvable	0.1867	0.1202	0.1113	0.1077	0.0969	0.3	False	最好的窗只到 p_gt=0.10（<0.6），给了证据也解不了
07de0bed-2fa9-4567-86cc-b2491fe00df7	Cooking	Julienne Cut	6.005999999999999	already_solvable	0.087	0.9906	0.982	0.9903	None	None	False	粗观测 p_gt=0.99（N=0 对照）
07f0f879-c79f-4d19-937a-9776afc05375	Ballet	Retiré	5.0	unsolvable	0.266	0.4238	0.3925	0.2941	0.4481	0.1	False	最好的窗只到 p_gt=0.45（<0.6），给了证据也解不了
07f6d423-dce5-4a9d-9bf5-5c8572aa02e7	Knots	Mooring Hitch	38.0	unsolvable	0.1151	0.0914	0.0708	0.1013	0.1298	0.2	False	最好的窗只到 p_gt=0.13（<0.6），给了证据也解不了
07f8f57c-13a3-4f43-bfaf-c11e0f74e51c	Basketball	Crossover	3.0	borderline	0.626	0.5718	0.6149	0.6427	0.7527	0.1	False	粗观测 0.57 → E* 窗 0.75，提升 +0.18 不足 0.25
082ebbfd-5404-444d-b383-cc19fb112402	Bharatanatyam	Visharu Adavu	49.0	unsolvable	0.2107	0.2406	0.2544	0.2577	0.2606	0.1	False	最好的窗只到 p_gt=0.26（<0.6），给了证据也解不了
083580c4-2285-4241-820d-af9dff799e95	American Football	Block in the Back	7.007000000000001	unsolvable	0.1879	0.192	0.2628	0.1843	0.1449	0.1	False	最好的窗只到 p_gt=0.14（<0.6），给了证据也解不了
0845a043-7931-4c80-b799-eddce60ad099	Coffee	Knocking Out the Puck	3.1333333333333333	unsolvable	0.3172	0.4276	0.5255	0.4894	0.5633	0.1	False	最好的窗只到 p_gt=0.56（<0.6），给了证据也解不了
0845ab07-098f-4a65-ad06-14e3fefe7587	American Football	Fair Catch	2.0	unsolvable	0.1328	0.0976	0.322		0.253	0.1	False	最好的窗只到 p_gt=0.25（<0.6），给了证据也解不了
085c3bb0-f11b-4302-ab24-05788ad7a57b	Parkour	Muscle Up	3.0	already_solvable	0.0284	0.8695	0.8349	0.8866	None	None	False	粗观测 p_gt=0.87（N=0 对照）
08658793-6815-449e-9fc5-9ebe5d6bab20	Pen Spinning	Thumb Around Reverse	1.6666666666666667	unsolvable	0.3454	0.2893	0.3121	0.2999	0.3175	0.1	False	最好的窗只到 p_gt=0.32（<0.6），给了证据也解不了
0871038d-99fc-44ab-95c8-d96086276b5b	Hand Sewing / Embroidery	Sheaf Stitch	51.0	unsolvable	0.1169	0.1798	0.2124	0.1365	0.3132	0.2	False	最好的窗只到 p_gt=0.31（<0.6），给了证据也解不了
0880bbfb-8bb8-4726-a2bc-c6bc41752dab	Yo-yo	Creeper	4.0040000000000004	unsolvable	0.2153	0.2147	0.2035		0.2764	0.1	False	最好的窗只到 p_gt=0.28（<0.6），给了证据也解不了
088b561d-aa8a-4cb5-89a5-bf06635d5f96	Cricket	Off Cutter	2.6333333333333333	unsolvable	0.2168	0.202	0.1804	0.2018	0.2302	0.1	False	最好的窗只到 p_gt=0.23（<0.6），给了证据也解不了
0893e529-f073-41d9-b660-a3591f993b1e	Tennis	Underhand Serve	3.9706333333333332	unsolvable	0.2191	0.3133	0.4241	0.249	0.4706	0.1	False	最好的窗只到 p_gt=0.47（<0.6），给了证据也解不了
0894c24e-aabc-40e3-a05d-006e7b0bbd97	Parkour	Cartwheel	3.433333333333333	already_solvable	0.0628	0.7435	0.8679	0.7448	None	None	False	粗观测 p_gt=0.74（N=0 对照）
089b7c3f-6082-4047-9007-3fa726f9610e	Spa Massage	Skin Rolling	25.025	already_solvable	0.0859	0.8722	0.9555	0.955	None	None	False	粗观测 p_gt=0.87（N=0 对照）
08bff6e3-d36b-494d-b90f-a03d44c1b8d1	Coffee	Purging the Steam Wand	4.0	already_solvable	0.3231	0.7068	0.6983	0.7711	None	None	False	粗观测 p_gt=0.71（N=0 对照）
08c38cbd-45db-46ae-85de-c873961906fd	Cooking	Press and Push	3.003	unsolvable	0.0205	0.2077	0.2119	0.2046	0.3902	0.1	False	最好的窗只到 p_gt=0.39（<0.6），给了证据也解不了
08cd9894-1122-45ab-8351-e291648a7340	Ice Hockey	Faceoff	2.9696333333333333	borderline	0.4975	0.6993	0.883	0.6891	0.9196	0.1	False	粗观测 0.70 → E* 窗 0.92，提升 +0.22 不足 0.25
08fe851a-8bc8-4437-b4c1-e16a08c16dd4	Yo-yo	Hidemasa Hook	9.0	unsolvable	0.2282	0.2562	0.2355		0.2459	0.2	False	最好的窗只到 p_gt=0.25（<0.6），给了证据也解不了
0900d769-20f1-4006-9748-1eadcd407be6	Coffee	Emptying the Drip Tray	8.008000000000001	already_solvable	0.0794	0.9055	0.9476	0.862	None	None	False	粗观测 p_gt=0.91（N=0 对照）
090195d9-24e3-467f-a947-3b630b310390	American Football	Draw	13.013	unsolvable	0.0394	0.0452	0.0296	0.0378	0.0486	0.1	False	最好的窗只到 p_gt=0.05（<0.6），给了证据也解不了
092e1c8d-7301-494a-86a9-16dda45975b8	American Football	Tackle for Loss	7.007000000000001	unsolvable	0.189	0.1996	0.3094	0.3116	0.2869	0.2	False	最好的窗只到 p_gt=0.29（<0.6），给了证据也解不了
0946b5ec-612e-4bb8-ad42-6f2cd461e866	Gym	Calf Raise	4.0	unsolvable	0.2454	0.0382	0.0244	0.0244	0.045	0.1	False	最好的窗只到 p_gt=0.04（<0.6），给了证据也解不了
0947b19f-b5c7-411c-a255-9547079378cd	Juggling	Penguin Catches	2.0	unsolvable	0.2847	0.1002	0.092	0.0668	0.0781	0.3	False	最好的窗只到 p_gt=0.08（<0.6），给了证据也解不了
09528ab1-953d-46c8-92e3-217371307827	Knots	Honda Knot	58.0	unsolvable	0.3268	0.3987	0.45	0.3978	0.5578	0.2	False	最好的窗只到 p_gt=0.56（<0.6），给了证据也解不了
095c12b2-c1c1-4461-b778-629fd95a6ef3	Pen Spinning	Twisted Sonic Reverse	4.0	unsolvable	0.4072	0.4416	0.3825	0.4058	0.4439	0.1	False	最好的窗只到 p_gt=0.44（<0.6），给了证据也解不了
097252a8-81dd-45ad-82f8-ea201c951424	Ballet	Renversé	3.420083333333333	unsolvable	0.0978	0.1523	0.0985	0.1338	0.1035	0.3	False	最好的窗只到 p_gt=0.10（<0.6），给了证据也解不了
09955097-a7f1-4563-8b0b-79ff1212dd1c	American Football	Illegal Formation	3.003	unsolvable	0.2332	0.4241	0.4544	0.4479	0.5923	0.1	False	最好的窗只到 p_gt=0.59（<0.6），给了证据也解不了
09965add-3b12-4d8d-8359-f7892ccc8d20	Yo-yo	Velvet Rolls	7.007000000000001	unsolvable	0.1902	0.1635	0.178		0.1565	0.1	False	最好的窗只到 p_gt=0.16（<0.6），给了证据也解不了
099918ae-8618-42cc-844d-9624a74cf122	Ice Hockey	Wrap-around Goal	2.9863166666666667	already_solvable	0.4634	0.8962	0.92	0.9306	None	None	False	粗观测 p_gt=0.90（N=0 对照）
099e2a75-5932-4bf2-b163-74946442a623	Suturing	Running Subcuticular Stitch	35.0	unsolvable	0.237	0.181	0.1701	0.1511	0.2689	0.1	False	最好的窗只到 p_gt=0.27（<0.6），给了证据也解不了
09aa2da9-410a-4685-b5ae-2f69ae6d9305	Skateboarding	360 Flip	21.004316666666668	unsolvable	0.2654	0.3912	0.3513	0.3547	0.3907	0.2	False	最好的窗只到 p_gt=0.39（<0.6），给了证据也解不了
09ac6b93-ebed-4d73-bafe-b8ae66419831	Figure Skating	Quad Loop	10.710700000000001	unsolvable	0.209	0.1786	0.2439	0.1798	0.2024	0.2	False	最好的窗只到 p_gt=0.20（<0.6），给了证据也解不了
09af4c90-3011-4693-936a-ddab8a02c41b	Soccer	Cutback Pass	4.0	unsolvable	0.432	0.2999	0.2466	0.2552	0.2877	0.1	False	最好的窗只到 p_gt=0.29（<0.6），给了证据也解不了
09afff4c-2b70-475e-84c7-83d696ffc22e	Bartending	Swizzling	9.008999999999999	already_solvable	0.3926	0.9726	0.9847	0.9899	None	None	False	粗观测 p_gt=0.97（N=0 对照）
09b5ec8c-7a9b-42aa-872a-4761496ee156	Juggling	Multiplex	5.572233333333333	borderline	0.3712	0.6113	0.5814	0.6058	0.6762	0.1	False	粗观测 0.61 → E* 窗 0.68，提升 +0.06 不足 0.25
09f6a069-063d-4d74-9ca1-2e8cdea46751	Bartending	Arm Roll	2.0	unsolvable	0.1039	0.1387	0.083	0.1565	0.3841	0.2	False	最好的窗只到 p_gt=0.38（<0.6），给了证据也解不了
0a0eb232-e9eb-4108-bc04-402d7c977d8a	Ice Hockey	Tape-to-Tape Pass	4.0	unsolvable	0.472	0.3284	0.2639	0.2934	0.4328	0.1	False	最好的窗只到 p_gt=0.43（<0.6），给了证据也解不了
0a11e666-255b-4b9a-a948-a278e2337b62	Ballet	Pas de Bourrée	7.5	unsolvable	0.2918	0.1494	0.1341	0.2431	0.2186	0.2	False	最好的窗只到 p_gt=0.22（<0.6），给了证据也解不了
0a2933b7-38ac-478e-a4e4-8104334fd0c3	Cheerleading	Herkie Jump	3.0029999999999997	already_solvable	0.2748	0.8094	0.5637	0.7963	None	None	False	粗观测 p_gt=0.81（N=0 对照）
0a2a6f74-6fbb-4d2f-83ba-8daade9d31e4	Cricket	LBW (Leg Before Wicket)	6.0	borderline	0.5045	0.4859	0.5727		0.6437	0.1	False	粗观测 0.49 → E* 窗 0.64，提升 +0.16 不足 0.25
0a428591-4a70-4a84-b3a7-9e18b436e327	Gym	Bulgarian Split Squat	3.9706333333333332	unsolvable	0.4639	0.3941	0.3746	0.4832	0.4435	0.2	False	最好的窗只到 p_gt=0.44（<0.6），给了证据也解不了
0a502966-4400-45b6-ad68-568e401462aa	Cooking	Air-Frying	18.0	already_solvable	0.3481	0.9592	0.964		None	None	False	粗观测 p_gt=0.96（N=0 对照）
0a752fb3-2d69-4a13-8b79-bc8005b06ef1	Yo-yo	Spirit Bomb	51.017633333333336	unsolvable	0.2389	0.1559	0.2142		0.1719	0.1	False	最好的窗只到 p_gt=0.17（<0.6），给了证据也解不了
0a8044c3-43f4-43c8-b1c8-50cd350788d4	Bharatanatyam	Thattadavu 4	21.016	unsolvable	0.2547	0.2278	0.1984	0.2217	0.2259	0.3	False	最好的窗只到 p_gt=0.23（<0.6），给了证据也解不了
0aa74c23-bbfd-4c91-bed9-d1fcc8dc458e	Break Dance	Kick Side Step	6.005999999999999	borderline	0.335	0.6393	0.5276	0.6458	0.6981	0.1	False	粗观测 0.64 → E* 窗 0.70，提升 +0.06 不足 0.25
0aabdf55-8e05-4356-b4de-d1d4bffdf1d8	Skateboarding	Impossible	1.3333333333333333	unsolvable	0.3126	0.0726	0.0735		0.0452	0.1	False	最好的窗只到 p_gt=0.05（<0.6），给了证据也解不了
0ac2a48e-74c1-412d-9699-9d498c40e49e	Bartending	Helicopter	6.006	evidence_required	0.0707	0.2724	0.4416	0.4411	0.6917	0.1	True	粗观测 0.27 → E* 窗 0.69（+0.42）；只有定位到窗才行
0aeb1625-160b-4410-b9a2-7b2fa7a373ab	Soccer	Tackle	5.6	unsolvable	0.2137	0.2794	0.0983	0.3812	0.5562	0.3	False	最好的窗只到 p_gt=0.56（<0.6），给了证据也解不了
0aeffb72-341b-4e33-8d66-48d8c3c42c9d	Basketball	Blocking Foul	5.0	unsolvable	0.194	0.3665	0.3776	0.4064	0.4746	0.1	False	最好的窗只到 p_gt=0.47（<0.6），给了证据也解不了
0b01b9ff-ebc2-40d7-b98a-c3c2bfa67cb0	American Football	Onside Kick	9.009	unsolvable	0.1971	0.2126	0.1874	0.2313	0.3253	0.1	False	最好的窗只到 p_gt=0.33（<0.6），给了证据也解不了
0b421f7b-2b93-4e39-957d-14bf5ebc67aa	Ice Hockey	Stretch Pass	2.8028	unsolvable	0.0815	0.2332	0.1805	0.2129	0.3317	0.1	False	最好的窗只到 p_gt=0.33（<0.6），给了证据也解不了
0b423503-bd12-4507-8cac-a9ab601cf4fe	Skateboarding	Acid Drop	1.9185833333333333	unsolvable	0.0582	0.0885	0.0651	0.0927	0.0992	0.1	False	最好的窗只到 p_gt=0.10（<0.6），给了证据也解不了
0b4eff1c-b207-4d7e-a2e6-7e77fba9754f	Cooking	Charring	6.0	unsolvable	0.0913	0.2894	0.3355		0.5035	0.2	False	最好的窗只到 p_gt=0.50（<0.6），给了证据也解不了
0b4fe9bf-d8af-4702-8c34-721701d4748d	Cooking	Deep-Frying	4.004	unsolvable	0.2905	0.2759	0.1986	0.0746	0.385	0.2	False	最好的窗只到 p_gt=0.39（<0.6），给了证据也解不了
0b5580ab-6f38-4eef-b602-3758b8260e74	Tap Dance	Triple Time Step	3.0	unsolvable	0.2513	0.6033	0.4716	0.6196	0.5857	0.3	False	最好的窗只到 p_gt=0.59（<0.6），给了证据也解不了
0b785fc4-ee5d-453f-9a27-6e8e9c567b75	Suturing	Continuous Locking Suture	44.0	unsolvable	0.1852	0.3345	0.4485	0.3574	0.3454	0.1	False	最好的窗只到 p_gt=0.35（<0.6），给了证据也解不了
0b7c0298-7016-4b5e-926e-96565291142b	Bartending	Ice Stamping	18.0	already_solvable	0.1714	0.9977	0.9977	0.9979	None	None	False	粗观测 p_gt=1.00（N=0 对照）
0b905fbe-c43d-408a-ba77-185a29f9a46b	Ice Hockey	High Sticking	6.0	unsolvable	0.1003	0.0695	0.0264		0.1681	0.3	False	最好的窗只到 p_gt=0.17（<0.6），给了证据也解不了
0b9827ec-5536-427a-9d25-1ac7f9fccee2	Hand Sewing / Embroidery	Buttonhole Stitch	9.009	unsolvable	0.2839	0.0538	0.0586	0.0637	0.1361	0.1	False	最好的窗只到 p_gt=0.14（<0.6），给了证据也解不了
0b9a7ab3-58d5-4b58-90b0-f37ef72b68eb	Ice Hockey	Charging	6.4	unsolvable	0.0961	0.0679	0.0749	0.0581	0.1311	0.1	False	最好的窗只到 p_gt=0.13（<0.6），给了证据也解不了
0bb47aee-02be-45df-8cc3-484c2c63148a	Soccer	Rainbow Flick	6.0	unsolvable	0.1374	0.1339	0.1303	0.1549	0.2807	0.2	False	最好的窗只到 p_gt=0.28（<0.6），给了证据也解不了
0beae15b-d154-4bd0-9509-70b4243d53b6	Yo-yo	Ninja Vanish	7.007000000000001	unsolvable	0.2881	0.2494	0.2286	0.2498	0.2798	0.2	False	最好的窗只到 p_gt=0.28（<0.6），给了证据也解不了
0bec9990-2bd0-4d75-8d5f-174b288d623a	Skateboarding	Bluntslide	2.1021	unsolvable	0.236	0.1773	0.1623	0.1844	0.1811	0.1	False	最好的窗只到 p_gt=0.18（<0.6），给了证据也解不了
0bed6cc9-dfeb-4fc1-9c7e-d9b82720b40d	Yo-yo	Leg Wrap	2.5025	already_solvable	0.2785	0.8394	0.8156	0.8564	None	None	False	粗观测 p_gt=0.84（N=0 对照）
0bf7adb3-1d4c-409a-8cc4-ab78256f6144	Bharatanatyam	Visharu Adavu	22.022000000000002	unsolvable	0.2401	0.2736	0.2589	0.2771	0.2692	0.2	False	最好的窗只到 p_gt=0.27（<0.6），给了证据也解不了
0c0d65aa-553b-49f9-b407-3f548ff6a643	Salsa	Open Break	5.2	unsolvable	0.1954	0.169	0.1852		0.2119	0.3	False	最好的窗只到 p_gt=0.21（<0.6），给了证据也解不了
0c193e16-2d99-41be-b9a3-b04138ed6355	Ice Hockey	Pad Stack Save	3.003	unsolvable	0.3635	0.3966	0.3903	0.3562	0.4284	0.3	False	最好的窗只到 p_gt=0.43（<0.6），给了证据也解不了
0c38c4fc-f1c8-430e-b575-2a7a11ecfeca	Salsa	Setenta	13.0	unsolvable	0.2508	0.2383	0.2164	0.2468	0.2862	0.1	False	最好的窗只到 p_gt=0.29（<0.6），给了证据也解不了
0c55d7dd-3906-495b-a7c2-8abff09581c8	Pottery	Trimming	6.0	evidence_required	0.2109	0.472	0.8674	0.8321	0.9387	0.1	False	粗观测 0.47 → E* 窗 0.94（+0.47）；均匀 k32 也行(0.87)、高分辨率也行(0.83)
0c622af4-0193-4a9f-a2e8-721ccfc863b5	Parkour	Kash Vault	2.469133333333333	unsolvable	0.1529	0.1338	0.1587	0.1414	0.1554	0.3	False	最好的窗只到 p_gt=0.16（<0.6），给了证据也解不了
0c67dfa1-1392-4dcb-b374-dd2d71627f5f	American Football	Pass Interference	2.9749303621169916	evidence_required	0.1477	0.389	0.4745	0.4558	0.8018	0.1	True	粗观测 0.39 → E* 窗 0.80（+0.41）；只有定位到窗才行
0c6d0dd1-bf3a-4d21-b9a5-cfb09f7ef65f	Yo-yo	Windmill	3.2699333333333334	unsolvable	0.3198	0.3467	0.3585	0.3506	0.359	0.2	False	最好的窗只到 p_gt=0.36（<0.6），给了证据也解不了
0c73cbd7-6381-427f-9786-fb965900c069	Tap Dance	Wings	3.0	unsolvable	0.1822	0.2007	0.2436		0.307	0.1	False	最好的窗只到 p_gt=0.31（<0.6），给了证据也解不了
0c75b4f9-2c75-4565-9aa1-ae864874c56c	Break Dance	Zulu Spin	2.9696333333333333	unsolvable	0.1602	0.1026	0.1308	0.0919	0.1025	0.1	False	最好的窗只到 p_gt=0.10（<0.6），给了证据也解不了
0c8ebdc8-75b8-407e-b277-70e82acb7db5	Figure Skating	Mohawk	5.7	unsolvable	0.0629	0.0403	0.0356	0.0523	0.0245	0.2	False	最好的窗只到 p_gt=0.02（<0.6），给了证据也解不了
0c8faabf-e6c8-447f-bd4a-7ed226c175a3	Ballet	Emboîté	20.0	unsolvable	0.26	0.1588	0.2322	0.1643	0.2088	0.1	False	最好的窗只到 p_gt=0.21（<0.6），给了证据也解不了
0c98080c-a5a4-418d-9023-b745700b9045	American Football	Bootleg	6.666666666666667	borderline	0.3667	0.6217	0.3806		0.6724	0.1	False	粗观测 0.62 → E* 窗 0.67，提升 +0.05 不足 0.25
0ce2b3ec-1e04-4d3a-afb5-cd14770b3ff2	Knots	Double Fisherman's Knot	47.5	borderline	0.4809	0.6841	0.6784	0.7362	0.8492	0.1	False	粗观测 0.68 → E* 窗 0.85，提升 +0.17 不足 0.25
0cf28ff6-3c8a-4d34-83e6-b751ff117b85	Knots	Timber Hitch	29.029	unsolvable	0.4351	0.4494	0.4295		0.3761	0.1	False	最好的窗只到 p_gt=0.38（<0.6），给了证据也解不了
0d08d92b-9be6-432e-8ab2-d0b96a65e02e	Soccer	Rainbow Flick	3.9706333333333332	unsolvable	0.1374	0.2503	0.242	0.2724	0.3913	0.3	False	最好的窗只到 p_gt=0.39（<0.6），给了证据也解不了
0d0cff41-5d37-4813-bff1-24aef9669d18	Yo-yo	Robin Hood	3.9706333333333332	unsolvable	0.1938	0.2455	0.2663		0.2628	0.3	False	最好的窗只到 p_gt=0.26（<0.6），给了证据也解不了
0d1f9bbb-a0e1-4470-a4ba-517619bbac44	Cooking	Blind Baking	49.2	already_solvable	0.6163	0.9747	0.9737	0.9817	None	None	False	粗观测 p_gt=0.97（N=0 对照）
0d26e8ba-4c13-4b40-b7a2-ea4bbd8aab1c	Knots	Square Knot	28.0	already_solvable	0.5819	0.7427	0.7775	0.8916	None	None	False	粗观测 p_gt=0.74（N=0 对照）
0d29bf9d-339a-4dc0-9af5-1ded0a062707	American Football	Clipping	7.0	unsolvable	0.3575	0.2019	0.2213		0.3504	0.2	False	最好的窗只到 p_gt=0.35（<0.6），给了证据也解不了
0d2a4256-0bda-4024-a43b-7e75018941b0	Gardening	Heading Cut	10.01001001001001	already_solvable	0.2797	0.9898	0.9918	0.9949	None	None	False	粗观测 p_gt=0.99（N=0 对照）
0d403fbe-151d-4468-87a5-fb1f2463fe06	Knots	Prusik Knot	36.01931666666667	unsolvable	0.3851	0.253	0.2559	0.2439	0.2988	0.1	False	最好的窗只到 p_gt=0.30（<0.6），给了证据也解不了
0d55608d-681e-4666-933c-83b354c16c9e	Basketball	Catch-and-Shoot Three	4.0040000000000004	unsolvable	0.226	0.139	0.0772	0.0784	0.3385	0.3	False	最好的窗只到 p_gt=0.34（<0.6），给了证据也解不了
0d5bcc46-04da-4306-bd77-d3f4855d74e0	Parkour	Turn Vault	2.12	unsolvable	0.2792	0.2309	0.2554	0.236	0.2222	0.2	False	最好的窗只到 p_gt=0.22（<0.6），给了证据也解不了
0d70bea1-e003-43dd-a4a9-e0d5fa2a1880	Figure Skating	Double Lutz	4.0040000000000004	borderline	0.3909	0.4921	0.5017		0.6152	0.1	False	粗观测 0.49 → E* 窗 0.62，提升 +0.12 不足 0.25
0d72449d-3af3-4d22-bf94-3068a98e616f	Knots	Figure Eight Bend	16.333333333333332	unsolvable	0.3807	0.2398	0.2621		0.3539	0.2	False	最好的窗只到 p_gt=0.35（<0.6），给了证据也解不了
0d7912a2-ee6f-43fb-a695-1722abf17a4d	Knots	Manger Hitch	58.992266666666666	unsolvable	0.1374	0.1135	0.0983	0.0985	0.114	0.1	False	最好的窗只到 p_gt=0.11（<0.6），给了证据也解不了
0d83d7cf-9947-4534-81cf-e17406a6b768	Salsa	360	8.0	unsolvable	0.145	0.0436	0.0659	0.0711	0.1781	0.1	False	最好的窗只到 p_gt=0.18（<0.6），给了证据也解不了
0d992ab5-0a0a-4e13-9899-2510083f286d	Basketball	Hesitation / Hesi	1.9019	unsolvable	0.1118	0.2336	0.1991	0.2351	0.1822	0.2	False	最好的窗只到 p_gt=0.18（<0.6），给了证据也解不了
0dabaf41-0e38-439c-8b0b-e7fe525168f3	Figure Skating	Mohawk	4.88	unsolvable	0.0629	0.0586	0.0715	0.0824	0.2363	0.3	False	最好的窗只到 p_gt=0.24（<0.6），给了证据也解不了
